copy,copy,copy,copy,,,
3020.4,MeasurementType.INIT-50.0-ul-channel_1-trial-3-grams-cv,0,,,,
3020.5,MeasurementType.INIT-50.0-ul-channel_1-trial-3-grams-min,200.77,,,,
3020.5,MeasurementType.INIT-50.0-ul-channel_1-trial-3-grams-max,200.78,,,,
3020.6,MeasurementType.INIT-50.0-ul-channel_1-trial-3-samples-start-time,1782310313,,,,
3020.7,MeasurementType.INIT-50.0-ul-channel_1-trial-3-samples-duration,9.79,,,,
3020.7,MeasurementType.INIT-50.0-ul-channel_1-trial-3-samples-count,50,,,,
3056.5,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-3-celsius-pipette,26.88,,,,
3056.5,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-3-humidity-pipette,39.53,,,,
3056.6,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-3-celsius-air,21.4,,,,
3056.7,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-3-humidity-air,49.8,,,,
3056.8,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-3-pascals-air,1000,,,,
3056.8,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-3-celsius-liquid,25,,,,
3056.9,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-3-grams-average,195.91,,,,
3056.9,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-3-grams-cv,0,,,,
3057,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-3-grams-min,195.91,,,,
3057.1,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-3-grams-max,195.91,,,,
3057.1,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-3-samples-start-time,1782310351,,,,
3057.2,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-3-samples-duration,7.98,,,,
3057.2,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-3-samples-count,41,,,,
3088,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-3-celsius-pipette,26.88,,,,
3088.1,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-3-humidity-pipette,39.53,,,,
3088.2,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-3-celsius-air,21.4,,,,
3088.3,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-3-humidity-air,49.6,,,,
3088.4,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-3-pascals-air,1000,,,,
3088.4,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-3-celsius-liquid,25,,,,
3088.5,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-3-grams-average,200.75,,,,
3088.6,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-3-grams-cv,0,,,,
3088.6,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-3-grams-min,200.75,,,,
3088.7,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-3-grams-max,200.75,,,,
3088.8,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-3-samples-start-time,1782310381,,,,
3088.8,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-3-samples-duration,9.44,,,,
3088.9,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-3-samples-count,42,,,,
3158,MeasurementType.INIT-50.0-ul-channel_1-trial-4-celsius-pipette,26.9,,,,
3158.1,MeasurementType.INIT-50.0-ul-channel_1-trial-4-humidity-pipette,39.42,,,,
3158.6,MeasurementType.INIT-50.0-ul-channel_1-trial-4-celsius-air,21.4,,,,
3158.7,MeasurementType.INIT-50.0-ul-channel_1-trial-4-humidity-air,49.2,,,,
3158.8,MeasurementType.INIT-50.0-ul-channel_1-trial-4-pascals-air,1000,,,,
3158.8,MeasurementType.INIT-50.0-ul-channel_1-trial-4-celsius-liquid,25,,,,
3158.9,MeasurementType.INIT-50.0-ul-channel_1-trial-4-grams-average,200.75,,,,
3159,MeasurementType.INIT-50.0-ul-channel_1-trial-4-grams-cv,0,,,,
3159.1,MeasurementType.INIT-50.0-ul-channel_1-trial-4-grams-min,200.75,,,,
3159.1,MeasurementType.INIT-50.0-ul-channel_1-trial-4-grams-max,200.75,,,,
3159.2,MeasurementType.INIT-50.0-ul-channel_1-trial-4-samples-start-time,1782310451,,,,
3159.3,MeasurementType.INIT-50.0-ul-channel_1-trial-4-samples-duration,9.8,,,,
3159.4,MeasurementType.INIT-50.0-ul-channel_1-trial-4-samples-count,50,,,,
3195,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-4-celsius-pipette,26.92,,,,
3195.1,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-4-humidity-pipette,39.17,,,,
3195.1,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-4-celsius-air,21.4,,,,
3195.2,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-4-humidity-air,49,,,,
3195.3,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-4-pascals-air,1000,,,,
3195.4,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-4-celsius-liquid,25,,,,
3195.4,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-4-grams-average,195.88,,,,
3195.5,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-4-grams-cv,0,,,,
3195.5,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-4-grams-min,195.88,,,,
3195.6,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-4-grams-max,195.88,,,,
3195.7,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-4-samples-start-time,1782310489,,,,
3195.7,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-4-samples-duration,8.41,,,,
3195.8,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-4-samples-count,43,,,,
3225,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-4-celsius-pipette,26.9,,,,
3225.1,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-4-humidity-pipette,38.96,,,,
3225.2,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-4-celsius-air,21.4,,,,
3225.3,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-4-humidity-air,48.9,,,,
3225.3,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-4-pascals-air,1000,,,,
3225.4,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-4-celsius-liquid,25,,,,
3225.5,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-4-grams-average,200.74,,,,
3225.5,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-4-grams-cv,0,,,,
3225.6,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-4-grams-min,200.74,,,,
3225.7,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-4-grams-max,200.74,,,,
3225.7,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-4-samples-start-time,1782310518,,,,
3225.8,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-4-samples-duration,9.81,,,,
3225.9,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-4-samples-count,50,,,,
3300.1,MeasurementType.INIT-50.0-ul-channel_1-trial-5-celsius-pipette,26.9,,,,
3300.2,MeasurementType.INIT-50.0-ul-channel_1-trial-5-humidity-pipette,38.56,,,,
3300.3,MeasurementType.INIT-50.0-ul-channel_1-trial-5-celsius-air,21.4,,,,
3300.4,MeasurementType.INIT-50.0-ul-channel_1-trial-5-humidity-air,48.6,,,,
3300.4,MeasurementType.INIT-50.0-ul-channel_1-trial-5-pascals-air,1000,,,,
3300.5,MeasurementType.INIT-50.0-ul-channel_1-trial-5-celsius-liquid,25,,,,
3300.6,MeasurementType.INIT-50.0-ul-channel_1-trial-5-grams-average,200.74,,,,
3300.6,MeasurementType.INIT-50.0-ul-channel_1-trial-5-grams-cv,0,,,,
3300.7,MeasurementType.INIT-50.0-ul-channel_1-trial-5-grams-min,200.74,,,,
3300.8,MeasurementType.INIT-50.0-ul-channel_1-trial-5-grams-max,200.74,,,,
3300.8,MeasurementType.INIT-50.0-ul-channel_1-trial-5-samples-start-time,1782310593,,,,
3300.9,MeasurementType.INIT-50.0-ul-channel_1-trial-5-samples-duration,9.8,,,,
3301,MeasurementType.INIT-50.0-ul-channel_1-trial-5-samples-count,50,,,,
3336.6,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-5-celsius-pipette,26.96,,,,
3336.7,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-5-humidity-pipette,38.86,,,,
3337,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-5-celsius-air,21.4,,,,
3337,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-5-humidity-air,48.4,,,,
3337.1,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-5-pascals-air,1000,,,,
3337.2,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-5-celsius-liquid,25,,,,
3337.2,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-5-grams-average,195.87,,,,
3337.3,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-5-grams-cv,0,,,,
3337.3,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-5-grams-min,195.87,,,,
3337.4,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-5-grams-max,195.87,,,,
3337.5,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-5-samples-start-time,1782310631,,,,
3337.6,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-5-samples-duration,7.81,,,,
3337.6,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-5-samples-count,40,,,,
3366.8,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-5-celsius-pipette,26.92,,,,
3366.9,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-5-humidity-pipette,39.12,,,,
3367,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-5-celsius-air,21.4,,,,
3367,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-5-humidity-air,48.6,,,,
3367.1,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-5-pascals-air,1000,,,,
3367.2,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-5-celsius-liquid,25,,,,
3367.2,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-5-grams-average,200.72,,,,
3367.3,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-5-grams-cv,0,,,,
3367.4,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-5-grams-min,200.72,,,,
3367.5,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-5-grams-max,200.72,,,,
3367.6,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-5-samples-start-time,1782310660,,,,
3367.6,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-5-samples-duration,9.37,,,,
3367.7,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-5-samples-count,45,,,,
3433.6,MeasurementType.INIT-50.0-ul-channel_1-trial-6-celsius-pipette,26.94,,,,
3433.7,MeasurementType.INIT-50.0-ul-channel_1-trial-6-humidity-pipette,39.55,,,,
3433.7,MeasurementType.INIT-50.0-ul-channel_1-trial-6-celsius-air,21.4,,,,
3433.8,MeasurementType.INIT-50.0-ul-channel_1-trial-6-humidity-air,49.6,,,,
3433.9,MeasurementType.INIT-50.0-ul-channel_1-trial-6-pascals-air,1000,,,,
3433.9,MeasurementType.INIT-50.0-ul-channel_1-trial-6-celsius-liquid,25,,,,
3434,MeasurementType.INIT-50.0-ul-channel_1-trial-6-grams-average,200.7,,,,
3434.1,MeasurementType.INIT-50.0-ul-channel_1-trial-6-grams-cv,0,,,,
3434.1,MeasurementType.INIT-50.0-ul-channel_1-trial-6-grams-min,200.7,,,,
3434.2,MeasurementType.INIT-50.0-ul-channel_1-trial-6-grams-max,200.7,,,,
3434.2,MeasurementType.INIT-50.0-ul-channel_1-trial-6-samples-start-time,1782310726,,,,
3434.3,MeasurementType.INIT-50.0-ul-channel_1-trial-6-samples-duration,9.76,,,,
3434.4,MeasurementType.INIT-50.0-ul-channel_1-trial-6-samples-count,50,,,,
3470,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-6-celsius-pipette,26.98,,,,
3470.1,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-6-humidity-pipette,39.75,,,,
3470.2,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-6-celsius-air,21.4,,,,
3470.2,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-6-humidity-air,50,,,,
3470.3,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-6-pascals-air,1000,,,,
3470.4,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-6-celsius-liquid,25,,,,
3470.4,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-6-grams-average,195.83,,,,
3470.5,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-6-grams-cv,0,,,,
3470.5,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-6-grams-min,195.83,,,,
3470.6,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-6-grams-max,195.83,,,,
3470.7,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-6-samples-start-time,1782310763,,,,
3470.7,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-6-samples-duration,9.18,,,,
3470.8,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-6-samples-count,41,,,,
3500.1,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-6-celsius-pipette,26.98,,,,
3500.2,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-6-humidity-pipette,39.61,,,,
3500.3,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-6-celsius-air,21.4,,,,
3500.3,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-6-humidity-air,50.2,,,,
3500.4,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-6-pascals-air,1000,,,,
3500.5,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-6-celsius-liquid,25,,,,
3500.5,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-6-grams-average,200.68,,,,
3500.6,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-6-grams-cv,0,,,,
3500.6,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-6-grams-min,200.68,,,,
3500.7,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-6-grams-max,200.68,,,,
3500.9,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-6-samples-start-time,1782310793,,,,
3501,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-6-samples-duration,9.97,,,,
3501,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-6-samples-count,40,,,,
3572.5,MeasurementType.INIT-50.0-ul-channel_1-trial-7-celsius-pipette,26.94,,,,
3572.5,MeasurementType.INIT-50.0-ul-channel_1-trial-7-humidity-pipette,39.67,,,,
3572.6,MeasurementType.INIT-50.0-ul-channel_1-trial-7-celsius-air,21.4,,,,
3572.7,MeasurementType.INIT-50.0-ul-channel_1-trial-7-humidity-air,50.1,,,,
3572.8,MeasurementType.INIT-50.0-ul-channel_1-trial-7-pascals-air,1000,,,,
3572.8,MeasurementType.INIT-50.0-ul-channel_1-trial-7-celsius-liquid,25,,,,
3572.9,MeasurementType.INIT-50.0-ul-channel_1-trial-7-grams-average,200.68,,,,
3573,MeasurementType.INIT-50.0-ul-channel_1-trial-7-grams-cv,0,,,,
3573,MeasurementType.INIT-50.0-ul-channel_1-trial-7-grams-min,200.68,,,,
3573.1,MeasurementType.INIT-50.0-ul-channel_1-trial-7-grams-max,200.68,,,,
3573.2,MeasurementType.INIT-50.0-ul-channel_1-trial-7-samples-start-time,1782310865,,,,
3573.2,MeasurementType.INIT-50.0-ul-channel_1-trial-7-samples-duration,9.8,,,,
3573.3,MeasurementType.INIT-50.0-ul-channel_1-trial-7-samples-count,50,,,,
3609.2,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-7-celsius-pipette,26.96,,,,
3609.2,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-7-humidity-pipette,39.55,,,,
3609.3,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-7-celsius-air,21.4,,,,
3609.4,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-7-humidity-air,49.9,,,,
3609.4,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-7-pascals-air,1000,,,,
3609.5,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-7-celsius-liquid,25,,,,
3609.6,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-7-grams-average,195.81,,,,
3609.6,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-7-grams-cv,0,,,,
3609.7,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-7-grams-min,195.81,,,,
3609.8,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-7-grams-max,195.81,,,,
3609.8,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-7-samples-start-time,1782310904,,,,
3609.9,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-7-samples-duration,7.58,,,,
3610,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-7-samples-count,39,,,,
3639.4,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-7-celsius-pipette,26.96,,,,
3639.5,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-7-humidity-pipette,39.33,,,,
3639.6,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-7-celsius-air,21.4,,,,
3639.6,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-7-humidity-air,49.8,,,,
3639.7,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-7-pascals-air,1000,,,,
3640.3,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-7-celsius-liquid,25,,,,
3640.3,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-7-grams-average,200.65,,,,
3640.4,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-7-grams-cv,0,,,,
3640.5,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-7-grams-min,200.65,,,,
3640.5,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-7-grams-max,200.65,,,,
3640.6,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-7-samples-start-time,1782310932,,,,
3640.7,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-7-samples-duration,9.57,,,,
3640.7,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-7-samples-count,43,,,,
3718.4,MeasurementType.INIT-50.0-ul-channel_1-trial-8-celsius-pipette,26.96,,,,
3718.5,MeasurementType.INIT-50.0-ul-channel_1-trial-8-humidity-pipette,38.96,,,,
3718.6,MeasurementType.INIT-50.0-ul-channel_1-trial-8-celsius-air,21.5,,,,
3718.6,MeasurementType.INIT-50.0-ul-channel_1-trial-8-humidity-air,49.2,,,,
3718.7,MeasurementType.INIT-50.0-ul-channel_1-trial-8-pascals-air,1000,,,,
3718.8,MeasurementType.INIT-50.0-ul-channel_1-trial-8-celsius-liquid,25,,,,
3718.8,MeasurementType.INIT-50.0-ul-channel_1-trial-8-grams-average,200.65,,,,
3718.9,MeasurementType.INIT-50.0-ul-channel_1-trial-8-grams-cv,0,,,,
3719,MeasurementType.INIT-50.0-ul-channel_1-trial-8-grams-min,200.65,,,,
3719,MeasurementType.INIT-50.0-ul-channel_1-trial-8-grams-max,200.65,,,,
3719.1,MeasurementType.INIT-50.0-ul-channel_1-trial-8-samples-start-time,1782311011,,,,
3719.2,MeasurementType.INIT-50.0-ul-channel_1-trial-8-samples-duration,9.77,,,,
3719.2,MeasurementType.INIT-50.0-ul-channel_1-trial-8-samples-count,50,,,,
3754.9,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-8-celsius-pipette,27.01,,,,
3755,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-8-humidity-pipette,39.13,,,,
3755.1,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-8-celsius-air,21.5,,,,
3755.2,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-8-humidity-air,49.1,,,,
3755.2,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-8-pascals-air,1000,,,,
3755.3,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-8-celsius-liquid,25,,,,
3755.4,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-8-grams-average,195.78,,,,
3755.4,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-8-grams-cv,0,,,,
3755.5,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-8-grams-min,195.78,,,,
3755.6,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-8-grams-max,195.78,,,,
3755.6,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-8-samples-start-time,1782311048,,,,
3755.7,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-8-samples-duration,9.42,,,,
3755.8,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-8-samples-count,39,,,,
3785.2,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-8-celsius-pipette,27.01,,,,
3785.3,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-8-humidity-pipette,39.06,,,,
3785.3,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-8-celsius-air,21.4,,,,
3785.4,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-8-humidity-air,49,,,,
3785.5,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-8-pascals-air,1000,,,,
3785.5,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-8-celsius-liquid,25,,,,
3785.6,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-8-grams-average,200.63,,,,
3785.7,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-8-grams-cv,0,,,,
3785.7,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-8-grams-min,200.63,,,,
3785.8,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-8-grams-max,200.63,,,,
3785.9,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-8-samples-start-time,1782311078,,,,
3785.9,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-8-samples-duration,9.81,,,,
3786.1,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-8-samples-count,49,,,,
3857.3,MeasurementType.INIT-50.0-ul-channel_1-trial-9-celsius-pipette,27.03,,,,
3857.4,MeasurementType.INIT-50.0-ul-channel_1-trial-9-humidity-pipette,38.57,,,,
3857.4,MeasurementType.INIT-50.0-ul-channel_1-trial-9-celsius-air,21.5,,,,
3857.5,MeasurementType.INIT-50.0-ul-channel_1-trial-9-humidity-air,48.8,,,,
3857.6,MeasurementType.INIT-50.0-ul-channel_1-trial-9-pascals-air,1000,,,,
3857.6,MeasurementType.INIT-50.0-ul-channel_1-trial-9-celsius-liquid,25,,,,
3857.7,MeasurementType.INIT-50.0-ul-channel_1-trial-9-grams-average,200.62,,,,
3857.8,MeasurementType.INIT-50.0-ul-channel_1-trial-9-grams-cv,0,,,,
3857.8,MeasurementType.INIT-50.0-ul-channel_1-trial-9-grams-min,200.62,,,,
3857.9,MeasurementType.INIT-50.0-ul-channel_1-trial-9-grams-max,200.62,,,,
3858,MeasurementType.INIT-50.0-ul-channel_1-trial-9-samples-start-time,1782311150,,,,
3858,MeasurementType.INIT-50.0-ul-channel_1-trial-9-samples-duration,9.79,,,,
3858.1,MeasurementType.INIT-50.0-ul-channel_1-trial-9-samples-count,50,,,,
3893.9,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-9-celsius-pipette,27.03,,,,
3894,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-9-humidity-pipette,38.58,,,,
3894,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-9-celsius-air,21.5,,,,
3894.1,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-9-humidity-air,48.7,,,,
3894.2,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-9-pascals-air,1000,,,,
3894.2,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-9-celsius-liquid,25,,,,
3894.3,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-9-grams-average,195.76,,,,
3894.4,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-9-grams-cv,0,,,,
3894.4,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-9-grams-min,195.76,,,,
3894.5,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-9-grams-max,195.76,,,,
3894.6,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-9-samples-start-time,1782311189,,,,
3894.7,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-9-samples-duration,7.81,,,,
3894.7,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-9-samples-count,40,,,,
3924.1,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-9-celsius-pipette,27.03,,,,
3924.2,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-9-humidity-pipette,38.54,,,,
3924.3,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-9-celsius-air,21.5,,,,
3924.3,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-9-humidity-air,48.6,,,,
3924.4,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-9-pascals-air,1000,,,,
3924.5,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-9-celsius-liquid,25,,,,
3924.5,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-9-grams-average,200.61,,,,
3924.6,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-9-grams-cv,0,,,,
3924.7,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-9-grams-min,200.61,,,,
3924.7,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-9-grams-max,200.61,,,,
3924.8,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-9-samples-start-time,1782311217,,,,
3924.9,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-9-samples-duration,9.38,,,,
3924.9,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-9-samples-count,48,,,,
4150.1,MeasurementType.INIT-200.0-ul-channel_1-trial-1-celsius-pipette,27.05,,,,
4150.2,MeasurementType.INIT-200.0-ul-channel_1-trial-1-humidity-pipette,38.7,,,,
4150.3,MeasurementType.INIT-200.0-ul-channel_1-trial-1-celsius-air,21.5,,,,
4150.4,MeasurementType.INIT-200.0-ul-channel_1-trial-1-humidity-air,48.7,,,,
4150.4,MeasurementType.INIT-200.0-ul-channel_1-trial-1-pascals-air,1000,,,,
4150.5,MeasurementType.INIT-200.0-ul-channel_1-trial-1-celsius-liquid,25,,,,
4150.6,MeasurementType.INIT-200.0-ul-channel_1-trial-1-grams-average,200.61,,,,
4150.7,MeasurementType.INIT-200.0-ul-channel_1-trial-1-grams-cv,0,,,,
4150.8,MeasurementType.INIT-200.0-ul-channel_1-trial-1-grams-min,200.61,,,,
4150.8,MeasurementType.INIT-200.0-ul-channel_1-trial-1-grams-max,200.61,,,,
4150.9,MeasurementType.INIT-200.0-ul-channel_1-trial-1-samples-start-time,1782311443,,,,
4151,MeasurementType.INIT-200.0-ul-channel_1-trial-1-samples-duration,9.96,,,,
4151,MeasurementType.INIT-200.0-ul-channel_1-trial-1-samples-count,51,,,,
4183.9,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-1-celsius-pipette,27.11,,,,
4184,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-1-humidity-pipette,39.18,,,,
4184.1,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-1-celsius-air,21.5,,,,
4184.1,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-1-humidity-air,49.3,,,,
4184.2,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-1-pascals-air,1000,,,,
4184.3,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-1-celsius-liquid,25,,,,
4184.4,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-1-grams-average,181.44,,,,
