copy,copy,copy,copy,,RETEST---.>>,,THIS IS NOT READY TO USE,,,,
2930.2,measure-init-1000.0-ul-channel_1-trial-2-celsius-pipette,2.56E+01,,,,,,,,,
2930.3,measure-init-1000.0-ul-channel_1-trial-2-humidity-pipette,5.59E+01,,,,,,,,,
2930.4,measure-init-1000.0-ul-channel_1-trial-2-celsius-air,20.2,,,,,,,,,
2930.5,measure-init-1000.0-ul-channel_1-trial-2-humidity-air,5.11E+01,,,,,,,,,
2930.5,measure-init-1000.0-ul-channel_1-trial-2-pascals-air,1.00E+03,,,,,,,,,
2930.6,measure-init-1000.0-ul-channel_1-trial-2-celsius-liquid,2.50E+01,,,,,,,,,
2930.7,measure-init-1000.0-ul-channel_1-trial-2-grams-average,19.527046,,,,,,,,,
2930.7,measure-init-1000.0-ul-channel_1-trial-2-grams-cv,2.58E-06,,,,,,,,,
2930.8,measure-init-1000.0-ul-channel_1-trial-2-grams-min,1.95E+01,,,,,,,,,
2930.9,measure-init-1000.0-ul-channel_1-trial-2-grams-max,1.95E+01,,,,,,,,,
2930.9,measure-init-1000.0-ul-channel_1-trial-2-samples-start-time,1.78E+09,,,,,,,,,
2931,measure-init-1000.0-ul-channel_1-trial-2-samples-duration,9.773199558,,,,,,,,,
2931.1,measure-init-1000.0-ul-channel_1-trial-2-samples-count,5.00E+01,,,,,,,,,
2954.7,measure-aspirate-1000.0-ul-channel_1-trial-2-celsius-pipette,2.56E+01,,,,,,,,,
2954.8,measure-aspirate-1000.0-ul-channel_1-trial-2-humidity-pipette,5.59E+01,,,,,,,,,
2954.9,measure-aspirate-1000.0-ul-channel_1-trial-2-celsius-air,20.2,,,,,,,,,
2954.9,measure-aspirate-1000.0-ul-channel_1-trial-2-humidity-air,5.14E+01,,,,,,,,,
2955,measure-aspirate-1000.0-ul-channel_1-trial-2-pascals-air,1.00E+03,,,,,,,,,
2955.1,measure-aspirate-1000.0-ul-channel_1-trial-2-celsius-liquid,2.50E+01,,,,,,,,,
2955.1,measure-aspirate-1000.0-ul-channel_1-trial-2-grams-average,18.52997,,,,,,,,,
2955.2,measure-aspirate-1000.0-ul-channel_1-trial-2-grams-cv,2.50E-06,,,,,,,,,
2955.3,measure-aspirate-1000.0-ul-channel_1-trial-2-grams-min,1.85E+01,,,,,,,,,
2955.3,measure-aspirate-1000.0-ul-channel_1-trial-2-grams-max,1.85E+01,,,,,,,,,
2955.4,measure-aspirate-1000.0-ul-channel_1-trial-2-samples-start-time,1.78E+09,,,,,,,,,
2955.5,measure-aspirate-1000.0-ul-channel_1-trial-2-samples-duration,9.827682257,,,,,,,,,
2955.6,measure-aspirate-1000.0-ul-channel_1-trial-2-samples-count,5.00E+01,,,,,,,,,
2978.6,measure-dispense-1000.0-ul-channel_1-trial-2-celsius-pipette,2.57E+01,,,,,,,,,
2978.7,measure-dispense-1000.0-ul-channel_1-trial-2-humidity-pipette,5.58E+01,,,,,,,,,
2978.7,measure-dispense-1000.0-ul-channel_1-trial-2-celsius-air,20.2,,,,,,,,,
2978.8,measure-dispense-1000.0-ul-channel_1-trial-2-humidity-air,5.20E+01,,,,,,,,,
2978.9,measure-dispense-1000.0-ul-channel_1-trial-2-pascals-air,1.00E+03,,,,,,,,,
2978.9,measure-dispense-1000.0-ul-channel_1-trial-2-celsius-liquid,2.50E+01,,,,,,,,,
2979,measure-dispense-1000.0-ul-channel_1-trial-2-grams-average,19.526896,,,,,,,,,
2979.1,measure-dispense-1000.0-ul-channel_1-trial-2-grams-cv,1.01E-06,,,,,,,,,
2979.1,measure-dispense-1000.0-ul-channel_1-trial-2-grams-min,1.95E+01,,,,,,,,,
2979.2,measure-dispense-1000.0-ul-channel_1-trial-2-grams-max,1.95E+01,,,,,,,,,
2979.3,measure-dispense-1000.0-ul-channel_1-trial-2-samples-start-time,1.78E+09,,,,,,,,,
2979.4,measure-dispense-1000.0-ul-channel_1-trial-2-samples-duration,9.770390272,,,,,,,,,
2979.4,measure-dispense-1000.0-ul-channel_1-trial-2-samples-count,5.00E+01,,,,,,,,,
3031.8,measure-init-1000.0-ul-channel_1-trial-3-celsius-pipette,2.57E+01,,,,,,,,,
3031.9,measure-init-1000.0-ul-channel_1-trial-3-humidity-pipette,5.59E+01,,,,,,,,,
3031.9,measure-init-1000.0-ul-channel_1-trial-3-celsius-air,20.2,,,,,,,,,
3032,measure-init-1000.0-ul-channel_1-trial-3-humidity-air,5.24E+01,,,,,,,,,
3032.1,measure-init-1000.0-ul-channel_1-trial-3-pascals-air,1.00E+03,,,,,,,,,
3032.1,measure-init-1000.0-ul-channel_1-trial-3-celsius-liquid,2.50E+01,,,,,,,,,
3032.2,measure-init-1000.0-ul-channel_1-trial-3-grams-average,19.52672941,,,,,,,,,
3032.3,measure-init-1000.0-ul-channel_1-trial-3-grams-cv,2.36E-06,,,,,,,,,
3032.3,measure-init-1000.0-ul-channel_1-trial-3-grams-min,1.95E+01,,,,,,,,,
3032.4,measure-init-1000.0-ul-channel_1-trial-3-grams-max,1.95E+01,,,,,,,,,
3032.5,measure-init-1000.0-ul-channel_1-trial-3-samples-start-time,1.78E+09,,,,,,,,,
3032.5,measure-init-1000.0-ul-channel_1-trial-3-samples-duration,9.978537321,,,,,,,,,
3032.6,measure-init-1000.0-ul-channel_1-trial-3-samples-count,5.10E+01,,,,,,,,,
3056.2,measure-aspirate-1000.0-ul-channel_1-trial-3-celsius-pipette,2.57E+01,,,,,,,,,
3056.3,measure-aspirate-1000.0-ul-channel_1-trial-3-humidity-pipette,5.60E+01,,,,,,,,,
3056.4,measure-aspirate-1000.0-ul-channel_1-trial-3-celsius-air,20.2,,,,,,,,,
3056.5,measure-aspirate-1000.0-ul-channel_1-trial-3-humidity-air,5.22E+01,,,,,,,,,
3056.5,measure-aspirate-1000.0-ul-channel_1-trial-3-pascals-air,1.00E+03,,,,,,,,,
3056.6,measure-aspirate-1000.0-ul-channel_1-trial-3-celsius-liquid,2.50E+01,,,,,,,,,
3056.7,measure-aspirate-1000.0-ul-channel_1-trial-3-grams-average,18.52973,,,,,,,,,
3056.7,measure-aspirate-1000.0-ul-channel_1-trial-3-grams-cv,2.50E-06,,,,,,,,,
3056.8,measure-aspirate-1000.0-ul-channel_1-trial-3-grams-min,1.85E+01,,,,,,,,,
3056.9,measure-aspirate-1000.0-ul-channel_1-trial-3-grams-max,1.85E+01,,,,,,,,,
3057,measure-aspirate-1000.0-ul-channel_1-trial-3-samples-start-time,1.78E+09,,,,,,,,,
3057,measure-aspirate-1000.0-ul-channel_1-trial-3-samples-duration,9.77491045,,,,,,,,,
3057.1,measure-aspirate-1000.0-ul-channel_1-trial-3-samples-count,5.00E+01,,,,,,,,,
3080.2,measure-dispense-1000.0-ul-channel_1-trial-3-celsius-pipette,2.57E+01,,,,,,,,,
3080.2,measure-dispense-1000.0-ul-channel_1-trial-3-humidity-pipette,5.59E+01,,,,,,,,,
3080.3,measure-dispense-1000.0-ul-channel_1-trial-3-celsius-air,20.2,,,,,,,,,
3080.4,measure-dispense-1000.0-ul-channel_1-trial-3-humidity-air,5.20E+01,,,,,,,,,
3080.5,measure-dispense-1000.0-ul-channel_1-trial-3-pascals-air,1.00E+03,,,,,,,,,
3080.5,measure-dispense-1000.0-ul-channel_1-trial-3-celsius-liquid,2.50E+01,,,,,,,,,
3080.6,measure-dispense-1000.0-ul-channel_1-trial-3-grams-average,19.5266,,,,,,,,,
3080.7,measure-dispense-1000.0-ul-channel_1-trial-3-grams-cv,0.00E+00,,,,,,,,,
3080.7,measure-dispense-1000.0-ul-channel_1-trial-3-grams-min,1.95E+01,,,,,,,,,
3080.8,measure-dispense-1000.0-ul-channel_1-trial-3-grams-max,19.5266,,,,,,,,,
3080.9,measure-dispense-1000.0-ul-channel_1-trial-3-samples-start-time,1.78E+09,,,,,,,,,
3080.9,measure-dispense-1000.0-ul-channel_1-trial-3-samples-duration,9.77664566,,,,,,,,,
3081,measure-dispense-1000.0-ul-channel_1-trial-3-samples-count,5.00E+01,,,,,,,,,
3133.5,measure-init-1000.0-ul-channel_1-trial-4-celsius-pipette,2.57E+01,,,,,,,,,
3133.5,measure-init-1000.0-ul-channel_1-trial-4-humidity-pipette,5.59E+01,,,,,,,,,
3133.6,measure-init-1000.0-ul-channel_1-trial-4-celsius-air,20.2,,,,,,,,,
3133.7,measure-init-1000.0-ul-channel_1-trial-4-humidity-air,5.12E+01,,,,,,,,,
3133.8,measure-init-1000.0-ul-channel_1-trial-4-pascals-air,1.00E+03,,,,,,,,,
3133.8,measure-init-1000.0-ul-channel_1-trial-4-celsius-liquid,2.50E+01,,,,,,,,,
3133.9,measure-init-1000.0-ul-channel_1-trial-4-grams-average,19.5265,,,,,,,,,
3134,measure-init-1000.0-ul-channel_1-trial-4-grams-cv,0.00E+00,,,,,,,,,
3134.1,measure-init-1000.0-ul-channel_1-trial-4-grams-min,1.95E+01,,,,,,,,,
3134.1,measure-init-1000.0-ul-channel_1-trial-4-grams-max,1.95E+01,,,,,,,,,
3134.2,measure-init-1000.0-ul-channel_1-trial-4-samples-start-time,1.78E+09,,,,,,,,,
3134.3,measure-init-1000.0-ul-channel_1-trial-4-samples-duration,9.778960466,,,,,,,,,
3134.3,measure-init-1000.0-ul-channel_1-trial-4-samples-count,5.00E+01,,,,,,,,,
3158,measure-aspirate-1000.0-ul-channel_1-trial-4-celsius-pipette,2.57E+01,,,,,,,,,
3158.1,measure-aspirate-1000.0-ul-channel_1-trial-4-humidity-pipette,5.57E+01,,,,,,,,,
3158.2,measure-aspirate-1000.0-ul-channel_1-trial-4-celsius-air,20.2,,,,,,,,,
3158.2,measure-aspirate-1000.0-ul-channel_1-trial-4-humidity-air,5.11E+01,,,,,,,,,
3158.3,measure-aspirate-1000.0-ul-channel_1-trial-4-pascals-air,1.00E+03,,,,,,,,,
3158.4,measure-aspirate-1000.0-ul-channel_1-trial-4-celsius-liquid,2.50E+01,,,,,,,,,
3158.5,measure-aspirate-1000.0-ul-channel_1-trial-4-grams-average,18.5295,,,,,,,,,
3158.5,measure-aspirate-1000.0-ul-channel_1-trial-4-grams-cv,0.00E+00,,,,,,,,,
3158.6,measure-aspirate-1000.0-ul-channel_1-trial-4-grams-min,1.85E+01,,,,,,,,,
3158.7,measure-aspirate-1000.0-ul-channel_1-trial-4-grams-max,1.85E+01,,,,,,,,,
3158.7,measure-aspirate-1000.0-ul-channel_1-trial-4-samples-start-time,1.78E+09,,,,,,,,,
3158.8,measure-aspirate-1000.0-ul-channel_1-trial-4-samples-duration,9.773813963,,,,,,,,,
3158.9,measure-aspirate-1000.0-ul-channel_1-trial-4-samples-count,5.00E+01,,,,,,,,,
3182,measure-dispense-1000.0-ul-channel_1-trial-4-celsius-pipette,2.57E+01,,,,,,,,,
3182.1,measure-dispense-1000.0-ul-channel_1-trial-4-humidity-pipette,5.54E+01,,,,,,,,,
3182.1,measure-dispense-1000.0-ul-channel_1-trial-4-celsius-air,20.2,,,,,,,,,
3182.2,measure-dispense-1000.0-ul-channel_1-trial-4-humidity-air,5.07E+01,,,,,,,,,
3182.3,measure-dispense-1000.0-ul-channel_1-trial-4-pascals-air,1.00E+03,,,,,,,,,
3182.4,measure-dispense-1000.0-ul-channel_1-trial-4-celsius-liquid,2.50E+01,,,,,,,,,
3182.4,measure-dispense-1000.0-ul-channel_1-trial-4-grams-average,19.526268,,,,,,,,,
3182.5,measure-dispense-1000.0-ul-channel_1-trial-4-grams-cv,2.41E-06,,,,,,,,,
3182.6,measure-dispense-1000.0-ul-channel_1-trial-4-grams-min,1.95E+01,,,,,,,,,
3182.6,measure-dispense-1000.0-ul-channel_1-trial-4-grams-max,1.95E+01,,,,,,,,,
3182.7,measure-dispense-1000.0-ul-channel_1-trial-4-samples-start-time,1.78E+09,,,,,,,,,
3182.8,measure-dispense-1000.0-ul-channel_1-trial-4-samples-duration,9.788397789,,,,,,,,,
3182.9,measure-dispense-1000.0-ul-channel_1-trial-4-samples-count,5.00E+01,,,,,,,,,
3235.5,measure-init-1000.0-ul-channel_1-trial-5-celsius-pipette,2.57E+01,,,,,,,,,
3235.5,measure-init-1000.0-ul-channel_1-trial-5-humidity-pipette,5.55E+01,,,,,,,,,
3235.6,measure-init-1000.0-ul-channel_1-trial-5-celsius-air,20.2,,,,,,,,,
3235.7,measure-init-1000.0-ul-channel_1-trial-5-humidity-air,5.01E+01,,,,,,,,,
3235.8,measure-init-1000.0-ul-channel_1-trial-5-pascals-air,1.00E+03,,,,,,,,,
3235.8,measure-init-1000.0-ul-channel_1-trial-5-celsius-liquid,2.50E+01,,,,,,,,,
3235.9,measure-init-1000.0-ul-channel_1-trial-5-grams-average,19.5261,,,,,,,,,
3236,measure-init-1000.0-ul-channel_1-trial-5-grams-cv,0.00E+00,,,,,,,,,
3236.1,measure-init-1000.0-ul-channel_1-trial-5-grams-min,1.95E+01,,,,,,,,,
3236.1,measure-init-1000.0-ul-channel_1-trial-5-grams-max,1.95E+01,,,,,,,,,
3236.2,measure-init-1000.0-ul-channel_1-trial-5-samples-start-time,1.78E+09,,,,,,,,,
3236.3,measure-init-1000.0-ul-channel_1-trial-5-samples-duration,9.777199745,,,,,,,,,
3236.3,measure-init-1000.0-ul-channel_1-trial-5-samples-count,5.00E+01,,,,,,,,,
3260,measure-aspirate-1000.0-ul-channel_1-trial-5-celsius-pipette,2.57E+01,,,,,,,,,
3260.1,measure-aspirate-1000.0-ul-channel_1-trial-5-humidity-pipette,5.51E+01,,,,,,,,,
3260.2,measure-aspirate-1000.0-ul-channel_1-trial-5-celsius-air,20.2,,,,,,,,,
3260.3,measure-aspirate-1000.0-ul-channel_1-trial-5-humidity-air,5.03E+01,,,,,,,,,
3260.3,measure-aspirate-1000.0-ul-channel_1-trial-5-pascals-air,1.00E+03,,,,,,,,,
3260.4,measure-aspirate-1000.0-ul-channel_1-trial-5-celsius-liquid,2.50E+01,,,,,,,,,
3260.5,measure-aspirate-1000.0-ul-channel_1-trial-5-grams-average,18.5294,,,,,,,,,
3260.5,measure-aspirate-1000.0-ul-channel_1-trial-5-grams-cv,0.00E+00,,,,,,,,,
3260.6,measure-aspirate-1000.0-ul-channel_1-trial-5-grams-min,1.85E+01,,,,,,,,,
3260.7,measure-aspirate-1000.0-ul-channel_1-trial-5-grams-max,1.85E+01,,,,,,,,,
3260.8,measure-aspirate-1000.0-ul-channel_1-trial-5-samples-start-time,1.78E+09,,,,,,,,,
3260.8,measure-aspirate-1000.0-ul-channel_1-trial-5-samples-duration,9.779739141,,,,,,,,,
3260.9,measure-aspirate-1000.0-ul-channel_1-trial-5-samples-count,5.00E+01,,,,,,,,,
3284,measure-dispense-1000.0-ul-channel_1-trial-5-celsius-pipette,2.58E+01,,,,,,,,,
3284.1,measure-dispense-1000.0-ul-channel_1-trial-5-humidity-pipette,5.55E+01,,,,,,,,,
3284.2,measure-dispense-1000.0-ul-channel_1-trial-5-celsius-air,20.2,,,,,,,,,
3284.2,measure-dispense-1000.0-ul-channel_1-trial-5-humidity-air,5.09E+01,,,,,,,,,
3284.3,measure-dispense-1000.0-ul-channel_1-trial-5-pascals-air,1.00E+03,,,,,,,,,
3284.4,measure-dispense-1000.0-ul-channel_1-trial-5-celsius-liquid,2.50E+01,,,,,,,,,
3284.5,measure-dispense-1000.0-ul-channel_1-trial-5-grams-average,19.526,,,,,,,,,
3284.5,measure-dispense-1000.0-ul-channel_1-trial-5-grams-cv,0.00E+00,,,,,,,,,
3284.6,measure-dispense-1000.0-ul-channel_1-trial-5-grams-min,1.95E+01,,,,,,,,,
3284.7,measure-dispense-1000.0-ul-channel_1-trial-5-grams-max,1.95E+01,,,,,,,,,
3284.8,measure-dispense-1000.0-ul-channel_1-trial-5-samples-start-time,1.78E+09,,,,,,,,,
3284.8,measure-dispense-1000.0-ul-channel_1-trial-5-samples-duration,9.777451754,,,,,,,,,
3284.9,measure-dispense-1000.0-ul-channel_1-trial-5-samples-count,5.00E+01,,,,,,,,,
3337.6,measure-init-1000.0-ul-channel_1-trial-6-celsius-pipette,2.57E+01,,,,,,,,,
3337.7,measure-init-1000.0-ul-channel_1-trial-6-humidity-pipette,5.56E+01,,,,,,,,,
3337.8,measure-init-1000.0-ul-channel_1-trial-6-celsius-air,20.2,,,,,,,,,
3337.9,measure-init-1000.0-ul-channel_1-trial-6-humidity-air,5.20E+01,,,,,,,,,
3337.9,measure-init-1000.0-ul-channel_1-trial-6-pascals-air,1.00E+03,,,,,,,,,
3338,measure-init-1000.0-ul-channel_1-trial-6-celsius-liquid,2.50E+01,,,,,,,,,
3338.1,measure-init-1000.0-ul-channel_1-trial-6-grams-average,19.5258,,,,,,,,,
3338.2,measure-init-1000.0-ul-channel_1-trial-6-grams-cv,0.00E+00,,,,,,,,,
3338.2,measure-init-1000.0-ul-channel_1-trial-6-grams-min,1.95E+01,,,,,,,,,
3338.3,measure-init-1000.0-ul-channel_1-trial-6-grams-max,1.95E+01,,,,,,,,,
3338.4,measure-init-1000.0-ul-channel_1-trial-6-samples-start-time,1.78E+09,,,,,,,,,
3338.4,measure-init-1000.0-ul-channel_1-trial-6-samples-duration,9.771106005,,,,,,,,,
3338.5,measure-init-1000.0-ul-channel_1-trial-6-samples-count,5.00E+01,,,,,,,,,
3362.2,measure-aspirate-1000.0-ul-channel_1-trial-6-celsius-pipette,2.58E+01,,,,,,,,,
3362.3,measure-aspirate-1000.0-ul-channel_1-trial-6-humidity-pipette,5.57E+01,,,,,,,,,
3362.4,measure-aspirate-1000.0-ul-channel_1-trial-6-celsius-air,20.2,,,,,,,,,
3362.4,measure-aspirate-1000.0-ul-channel_1-trial-6-humidity-air,5.19E+01,,,,,,,,,
3362.5,measure-aspirate-1000.0-ul-channel_1-trial-6-pascals-air,1.00E+03,,,,,,,,,
3362.6,measure-aspirate-1000.0-ul-channel_1-trial-6-celsius-liquid,2.50E+01,,,,,,,,,
3362.7,measure-aspirate-1000.0-ul-channel_1-trial-6-grams-average,18.5292,,,,,,,,,
3362.7,measure-aspirate-1000.0-ul-channel_1-trial-6-grams-cv,0.00E+00,,,,,,,,,
3362.8,measure-aspirate-1000.0-ul-channel_1-trial-6-grams-min,1.85E+01,,,,,,,,,
3362.9,measure-aspirate-1000.0-ul-channel_1-trial-6-grams-max,1.85E+01,,,,,,,,,
3363,measure-aspirate-1000.0-ul-channel_1-trial-6-samples-start-time,1.78E+09,,,,,,,,,
3363,measure-aspirate-1000.0-ul-channel_1-trial-6-samples-duration,9.774858236,,,,,,,,,
3363.1,measure-aspirate-1000.0-ul-channel_1-trial-6-samples-count,5.00E+01,,,,,,,,,
3386.2,measure-dispense-1000.0-ul-channel_1-trial-6-celsius-pipette,2.58E+01,,,,,,,,,
3386.3,measure-dispense-1000.0-ul-channel_1-trial-6-humidity-pipette,5.55E+01,,,,,,,,,
3386.4,measure-dispense-1000.0-ul-channel_1-trial-6-celsius-air,20.2,,,,,,,,,
3386.5,measure-dispense-1000.0-ul-channel_1-trial-6-humidity-air,5.18E+01,,,,,,,,,
3386.5,measure-dispense-1000.0-ul-channel_1-trial-6-pascals-air,1.00E+03,,,,,,,,,
3386.6,measure-dispense-1000.0-ul-channel_1-trial-6-celsius-liquid,2.50E+01,,,,,,,,,
3386.7,measure-dispense-1000.0-ul-channel_1-trial-6-grams-average,19.525468,,,,,,,,,
3386.8,measure-dispense-1000.0-ul-channel_1-trial-6-grams-cv,2.41E-06,,,,,,,,,
3386.8,measure-dispense-1000.0-ul-channel_1-trial-6-grams-min,1.95E+01,,,,,,,,,
3386.9,measure-dispense-1000.0-ul-channel_1-trial-6-grams-max,1.95E+01,,,,,,,,,
3387,measure-dispense-1000.0-ul-channel_1-trial-6-samples-start-time,1.78E+09,,,,,,,,,
3387,measure-dispense-1000.0-ul-channel_1-trial-6-samples-duration,9.824269295,,,,,,,,,
3387.1,measure-dispense-1000.0-ul-channel_1-trial-6-samples-count,5.00E+01,,,,,,,,,
3440,measure-init-1000.0-ul-channel_1-trial-7-celsius-pipette,2.58E+01,,,,,,,,,
3440,measure-init-1000.0-ul-channel_1-trial-7-humidity-pipette,5.54E+01,,,,,,,,,
3440.1,measure-init-1000.0-ul-channel_1-trial-7-celsius-air,20.2,,,,,,,,,
3440.2,measure-init-1000.0-ul-channel_1-trial-7-humidity-air,5.09E+01,,,,,,,,,
3440.3,measure-init-1000.0-ul-channel_1-trial-7-pascals-air,1.00E+03,,,,,,,,,
3440.3,measure-init-1000.0-ul-channel_1-trial-7-celsius-liquid,2.50E+01,,,,,,,,,
3440.4,measure-init-1000.0-ul-channel_1-trial-7-grams-average,19.52536458,,,,,,,,,
3440.5,measure-init-1000.0-ul-channel_1-trial-7-grams-cv,2.48E-06,,,,,,,,,
3440.5,measure-init-1000.0-ul-channel_1-trial-7-grams-min,1.95E+01,,,,,,,,,
3440.6,measure-init-1000.0-ul-channel_1-trial-7-grams-max,1.95E+01,,,,,,,,,
3440.7,measure-init-1000.0-ul-channel_1-trial-7-samples-start-time,1.78E+09,,,,,,,,,
3440.8,measure-init-1000.0-ul-channel_1-trial-7-samples-duration,9.361108541,,,,,,,,,
3440.8,measure-init-1000.0-ul-channel_1-trial-7-samples-count,4.80E+01,,,,,,,,,
3464.6,measure-aspirate-1000.0-ul-channel_1-trial-7-celsius-pipette,2.58E+01,,,,,,,,,
3464.6,measure-aspirate-1000.0-ul-channel_1-trial-7-humidity-pipette,5.52E+01,,,,,,,,,
3464.7,measure-aspirate-1000.0-ul-channel_1-trial-7-celsius-air,20.2,,,,,,,,,
3464.8,measure-aspirate-1000.0-ul-channel_1-trial-7-humidity-air,5.07E+01,,,,,,,,,
3464.9,measure-aspirate-1000.0-ul-channel_1-trial-7-pascals-air,1.00E+03,,,,,,,,,
3464.9,measure-aspirate-1000.0-ul-channel_1-trial-7-celsius-liquid,2.50E+01,,,,,,,,,
3465,measure-aspirate-1000.0-ul-channel_1-trial-7-grams-average,18.5288,,,,,,,,,
3465.1,measure-aspirate-1000.0-ul-channel_1-trial-7-grams-cv,0.00E+00,,,,,,,,,
3465.2,measure-aspirate-1000.0-ul-channel_1-trial-7-grams-min,1.85E+01,,,,,,,,,
3465.2,measure-aspirate-1000.0-ul-channel_1-trial-7-grams-max,1.85E+01,,,,,,,,,
3465.3,measure-aspirate-1000.0-ul-channel_1-trial-7-samples-start-time,1.78E+09,,,,,,,,,
3465.4,measure-aspirate-1000.0-ul-channel_1-trial-7-samples-duration,9.622886181,,,,,,,,,
3465.5,measure-aspirate-1000.0-ul-channel_1-trial-7-samples-count,4.00E+01,,,,,,,,,
3488.6,measure-dispense-1000.0-ul-channel_1-trial-7-celsius-pipette,2.59E+01,,,,,,,,,
3488.7,measure-dispense-1000.0-ul-channel_1-trial-7-humidity-pipette,5.52E+01,,,,,,,,,
3488.7,measure-dispense-1000.0-ul-channel_1-trial-7-celsius-air,20.2,,,,,,,,,
3488.8,measure-dispense-1000.0-ul-channel_1-trial-7-humidity-air,5.06E+01,,,,,,,,,
3488.9,measure-dispense-1000.0-ul-channel_1-trial-7-pascals-air,1.00E+03,,,,,,,,,
3489,measure-dispense-1000.0-ul-channel_1-trial-7-celsius-liquid,2.50E+01,,,,,,,,,
3489,measure-dispense-1000.0-ul-channel_1-trial-7-grams-average,19.525,,,,,,,,,
3489.1,measure-dispense-1000.0-ul-channel_1-trial-7-grams-cv,0.00E+00,,,,,,,,,
3489.2,measure-dispense-1000.0-ul-channel_1-trial-7-grams-min,1.95E+01,,,,,,,,,
3489.3,measure-dispense-1000.0-ul-channel_1-trial-7-grams-max,19.525,,,,,,,,,
3489.3,measure-dispense-1000.0-ul-channel_1-trial-7-samples-start-time,1779384311,,,,,,,,,
3489.4,measure-dispense-1000.0-ul-channel_1-trial-7-samples-duration,9.822577477,,,,,,,,,
3489.5,measure-dispense-1000.0-ul-channel_1-trial-7-samples-count,50,,,,,,,,,
3541.8,measure-init-1000.0-ul-channel_1-trial-8-celsius-pipette,2.59E+01,,,,,,,,,
3541.9,measure-init-1000.0-ul-channel_1-trial-8-humidity-pipette,5.52E+01,,,,,,,,,
3542,measure-init-1000.0-ul-channel_1-trial-8-celsius-air,20.2,,,,,,,,,
3542.1,measure-init-1000.0-ul-channel_1-trial-8-humidity-air,5.15E+01,,,,,,,,,
3542.1,measure-init-1000.0-ul-channel_1-trial-8-pascals-air,1.00E+03,,,,,,,,,
3542.2,measure-init-1000.0-ul-channel_1-trial-8-celsius-liquid,2.50E+01,,,,,,,,,
3542.3,measure-init-1000.0-ul-channel_1-trial-8-grams-average,19.5248,,,,,,,,,
3542.3,measure-init-1000.0-ul-channel_1-trial-8-grams-cv,0.00E+00,,,,,,,,,
3542.4,measure-init-1000.0-ul-channel_1-trial-8-grams-min,1.95E+01,,,,,,,,,
3542.5,measure-init-1000.0-ul-channel_1-trial-8-grams-max,19.5248,,,,,,,,,
3542.6,measure-init-1000.0-ul-channel_1-trial-8-samples-start-time,1779384364,,,,,,,,,
3542.6,measure-init-1000.0-ul-channel_1-trial-8-samples-duration,9.780311108,,,,,,,,,
3542.7,measure-init-1000.0-ul-channel_1-trial-8-samples-count,50,,,,,,,,,
3566.5,measure-aspirate-1000.0-ul-channel_1-trial-8-celsius-pipette,25.86784363,,,,,,,,,
3566.5,measure-aspirate-1000.0-ul-channel_1-trial-8-humidity-pipette,5.53E+01,,,,,,,,,
3566.6,measure-aspirate-1000.0-ul-channel_1-trial-8-celsius-air,20.2,,,,,,,,,
3566.7,measure-aspirate-1000.0-ul-channel_1-trial-8-humidity-air,51.7,,,,,,,,,
3566.8,measure-aspirate-1000.0-ul-channel_1-trial-8-pascals-air,1.00E+03,,,,,,,,,
3566.8,measure-aspirate-1000.0-ul-channel_1-trial-8-celsius-liquid,2.50E+01,,,,,,,,,
3566.9,measure-aspirate-1000.0-ul-channel_1-trial-8-grams-average,18.527774,,,,,,,,,
3567,measure-aspirate-1000.0-ul-channel_1-trial-8-grams-cv,2.39E-06,,,,,,,,,
3567.1,measure-aspirate-1000.0-ul-channel_1-trial-8-grams-min,1.85E+01,,,,,,,,,
3567.1,measure-aspirate-1000.0-ul-channel_1-trial-8-grams-max,18.5278,,,,,,,,,
3567.2,measure-aspirate-1000.0-ul-channel_1-trial-8-samples-start-time,1779384389,,,,,,,,,
3567.3,measure-aspirate-1000.0-ul-channel_1-trial-8-samples-duration,9.775949717,,,,,,,,,
3567.4,measure-aspirate-1000.0-ul-channel_1-trial-8-samples-count,50,,,,,,,,,
3590.5,measure-dispense-1000.0-ul-channel_1-trial-8-celsius-pipette,25.86784363,,,,,,,,,
3590.6,measure-dispense-1000.0-ul-channel_1-trial-8-humidity-pipette,5.53E+01,,,,,,,,,
3590.7,measure-dispense-1000.0-ul-channel_1-trial-8-celsius-air,20.2,,,,,,,,,
3590.7,measure-dispense-1000.0-ul-channel_1-trial-8-humidity-air,52.1,,,,,,,,,
3590.8,measure-dispense-1000.0-ul-channel_1-trial-8-pascals-air,1.00E+03,,,,,,,,,
3590.9,measure-dispense-1000.0-ul-channel_1-trial-8-celsius-liquid,2.50E+01,,,,,,,,,
3591,measure-dispense-1000.0-ul-channel_1-trial-8-grams-average,19.5246,,,,,,,,,
3591,measure-dispense-1000.0-ul-channel_1-trial-8-grams-cv,0.00E+00,,,,,,,,,
3591.1,measure-dispense-1000.0-ul-channel_1-trial-8-grams-min,1.95E+01,,,,,,,,,
3591.2,measure-dispense-1000.0-ul-channel_1-trial-8-grams-max,19.5246,,,,,,,,,
3591.3,measure-dispense-1000.0-ul-channel_1-trial-8-samples-start-time,1779384413,,,,,,,,,
3591.3,measure-dispense-1000.0-ul-channel_1-trial-8-samples-duration,9.781208038,,,,,,,,,
3591.4,measure-dispense-1000.0-ul-channel_1-trial-8-samples-count,50,,,,,,,,,
